;;Visual Properties;;;;;Labels;;;Graph Metrics;Do Not Edit;;Other Columns;;;;;;;;;;;;
Vertex 1;Vertex 2;Color;Width;Style;Opacity;Visibility;Label;Label Text Color;Label Font Size;Reciprocated?;ID;Dynamic Filter;Add Your Own Columns Here;Relationship;Relationship Date (UTC);Tweet;URLs in Tweet;Domains in Tweet;Hashtags in Tweet;Tweet Date (UTC);Twitter Page for Tweet;Latitude;Longitude;Imported ID;In-Reply-To Tweet ID
rudolphusss;rudolphusss;;;;;;;;;;481;;;Tweet;29-4-2021 10:56;"Is huisarts deJonge uit Zwolle ook een broer van #hugodejonge  ? 
Luister even naar podcast van Hulleman. 
Wat bete… https://t.co/XgqPggsGFl";https://twitter.com/i/web/status/1387722340285489159;twitter.com;hugodejonge;29-4-2021 10:56;https://twitter.com/#!/rudolphusss/status/1387722340285489159;;;1387722340285489159;
ladyjustice1312;xkimvhx;;;;;;;;;;482;;;Mentions;29-4-2021 10:56;@Life_s_about @xkimvhx Wat straks komt is dat de msm gaat berichten over vervalsing van die paspoorten, na de zomer… https://t.co/SGQcMbqJjK;https://twitter.com/i/web/status/1387722458199957514;twitter.com;;29-4-2021 10:56;https://twitter.com/#!/ladyjustice1312/status/1387722458199957514;;;1387722458199957514;1387718696538447873
ladyjustice1312;life_s_about;;;;;;;;;;483;;;Replies to;29-4-2021 10:56;@Life_s_about @xkimvhx Wat straks komt is dat de msm gaat berichten over vervalsing van die paspoorten, na de zomer… https://t.co/SGQcMbqJjK;https://twitter.com/i/web/status/1387722458199957514;twitter.com;;29-4-2021 10:56;https://twitter.com/#!/ladyjustice1312/status/1387722458199957514;;;1387722458199957514;1387718696538447873
ladyjustice1312;djgolf1234;;;;;;;;;;484;;;Replies to;29-4-2021 09:44;@djgolf1234 Het virus is tot op heden niet geisoleerd, het is ´in silico´ aan elkaar geplakt uit een soepje van dui… https://t.co/Cbv3QQSjlu;https://twitter.com/i/web/status/1387704249174351873;twitter.com;;29-4-2021 09:44;https://twitter.com/#!/ladyjustice1312/status/1387704249174351873;;;1387704249174351873;1387700012000452609
dennisvdhater;dennisvdhater;;;;;;;;;;485;;;Tweet;29-4-2021 10:57;Het valt me op dat de #wappie zoals een normaal denkend mens genoemd word steeds gelijk heeft gekregen en dat de br… https://t.co/bNkmvwy3NU;https://twitter.com/i/web/status/1387722789788995584;twitter.com;wappie;29-4-2021 10:57;https://twitter.com/#!/dennisvdhater/status/1387722789788995584;;;1387722789788995584;
dezeweekeu;dezeweekeu;;;;;;;;;;486;;;Tweet;29-4-2021 10:24;#wappie #vaccinatiepaspoort Als het nog mensen zijn.? SudDeutsche Zeitung vernietigend rapport over Nederlands kabi… https://t.co/qFP02wahhL;https://twitter.com/i/web/status/1387714384399585281;twitter.com;wappie vaccinatiepaspoort;29-4-2021 10:24;https://twitter.com/#!/dezeweekeu/status/1387714384399585281;;;1387714384399585281;
dezeweekeu;dezeweekeu;;;;;;;;;;487;;;Tweet;29-4-2021 10:53;#wappie #VanHaga https://t.co/9FrJ3wtVsg #notulendebat #notulendeba #vvd #d66 #meineed Persoonlijke assistenten van… https://t.co/1OuJxTP3Du;https://brandhaard.com/2021/04/28/tweede-kamer-het-gedonder-met-de-belastingdienst-de-erfenis-van-rutte/ https://twitter.com/i/web/status/1387721701232979971;brandhaard.com twitter.com;wappie vanhaga notulendebat notulendeba vvd d66 meineed;29-4-2021 10:53;https://twitter.com/#!/dezeweekeu/status/1387721701232979971;;;1387721701232979971;
dezeweekeu;dezeweekeu;;;;;;;;;;488;;;Tweet;29-4-2021 10:57;#wappie De enige afweging die ik maak is dat ik ontken dat de #VVD  niet liegt een bedriegt. Oh mijn oortje doet he… https://t.co/6wgM5uIlOL;https://twitter.com/i/web/status/1387722824492720130;twitter.com;wappie vvd;29-4-2021 10:57;https://twitter.com/#!/dezeweekeu/status/1387722824492720130;;;1387722824492720130;
dra_nl;gelehesjesnl;;;;;;;;;;489;;;Mentions;29-4-2021 10:58;RT @GeLeHesjesNL: Zorg ervoor dat je erbij bent. We moeten dit keer met echt heel veel mensen staan. Vele duizenden. Wees aanwezig. Zet het…;;;;29-4-2021 10:58;https://twitter.com/#!/dra_nl/status/1387722953396195331;;;1387722953396195331;
joosthoekstra1;joosthoekstra1;;;;;;;;;;490;;;Tweet;29-4-2021 09:45;Fantastisch om te zien hoe mijn leider #Rutte iedereen de baas is in het #notulendebat. Blijkt maar weer dat de opp… https://t.co/pGx7eQ9sSc;https://twitter.com/i/web/status/1387704573142372352;twitter.com;rutte notulendebat;29-4-2021 09:45;https://twitter.com/#!/joosthoekstra1/status/1387704573142372352;;;1387704573142372352;
joosthoekstra1;joosthoekstra1;;;;;;;;;;491;;;Tweet;29-4-2021 09:55;De Kamer is niet bekend met ‘het leugentje om bestwil’. #Toeslagenaffaire is allang opgelost en de schade viel mee.… https://t.co/WCQadrGn58;https://twitter.com/i/web/status/1387706988977659906;twitter.com;toeslagenaffaire;29-4-2021 09:55;https://twitter.com/#!/joosthoekstra1/status/1387706988977659906;;;1387706988977659906;
joosthoekstra1;joosthoekstra1;;;;;;;;;;492;;;Tweet;29-4-2021 10:59;Wat maakt het nou uit dat de #avondklok en #coronamaatregelen geen effect hadden? Burgers moeten de overheid gehors… https://t.co/gpS1OfGzOW;https://twitter.com/i/web/status/1387723251309240322;twitter.com;avondklok coronamaatregelen;29-4-2021 10:59;https://twitter.com/#!/joosthoekstra1/status/1387723251309240322;;;1387723251309240322;
nennideroo;gelehesjesnl;;;;;;;;;;493;;;Mentions;29-4-2021 11:00;RT @GeLeHesjesNL: Zorg ervoor dat je erbij bent. We moeten dit keer met echt heel veel mensen staan. Vele duizenden. Wees aanwezig. Zet het…;;;;29-4-2021 11:00;https://twitter.com/#!/nennideroo/status/1387723355395170304;;;1387723355395170304;
r07940446;dejongcatharina;;;;;;;;;;494;;;Mentions;29-4-2021 11:00;"RT @dejongcatharina: Het is weer de grote ' #wappie heeft weer gelijk dag'

#avondklok geen effect
#vaccinatiepaspoort is een feit

Alles w…";;;wappie avondklok vaccinatiepaspoort;29-4-2021 11:00;https://twitter.com/#!/r07940446/status/1387723359971065863;;;1387723359971065863;
nicolegiroldi;gelehesjesnl;;;;;;;;;;495;;;Mentions;29-4-2021 11:00;RT @GeLeHesjesNL: Zorg ervoor dat je erbij bent. We moeten dit keer met echt heel veel mensen staan. Vele duizenden. Wees aanwezig. Zet het…;;;;29-4-2021 11:00;https://twitter.com/#!/nicolegiroldi/status/1387723528376627201;;;1387723528376627201;
flownowcoaching;chrisklomp;;;;;;;;;;496;;;Replies to;29-4-2021 11:04;@chrisklomp Eindelijk helderheid. Zoveel fabels geslingerd in de wereld om 'bovennatuurlijk intellect' aan te tonne… https://t.co/75Q6A5CoIW;https://twitter.com/i/web/status/1387724458018983945;twitter.com;;29-4-2021 11:04;https://twitter.com/#!/flownowcoaching/status/1387724458018983945;;;1387724458018983945;1387721240580968448
djgolf1234;djgolf1234;;;;;;;;;;497;;;Tweet;29-4-2021 09:27;#wappie hetgeen we hier al langer zeggen pcr testen zijn onbetrouwbaar, dat kan ook niet aangezien C. Drosten in zi… https://t.co/akwR75PdNq;https://twitter.com/i/web/status/1387700012000452609;twitter.com;wappie;29-4-2021 09:27;https://twitter.com/#!/djgolf1234/status/1387700012000452609;;;1387700012000452609;
brunomissant;djgolf1234;;;;;;;;;;498;;;Mentions;29-4-2021 11:04;RT @djgolf1234: #wappie hetgeen we hier al langer zeggen pcr testen zijn onbetrouwbaar, dat kan ook niet aangezien C. Drosten in zijn paper…;;;wappie;29-4-2021 11:04;https://twitter.com/#!/brunomissant/status/1387724546443206656;;;1387724546443206656;
norapolter;gbleeker;;;;;;;;;;499;;;Mentions;29-4-2021 11:05;RT @gbleeker: Je zit 6 maanden te janken dat je je vrijheid kwijt bent en wat doe je op de eerste dag van versoepeling? Je gaat met duizend…;;;;29-4-2021 11:05;https://twitter.com/#!/norapolter/status/1387724730967498763;;;1387724730967498763;
vossenjachtle;vossenjachtle;;;;;;;;;;500;;;Tweet;29-4-2021 06:12;#wappie en ja hoor, die domme wappies citeren weer maar de helft. Ernst Kuipers. Zei vooral dat de avondklok geen e… https://t.co/E0br8xgdbp;https://twitter.com/i/web/status/1387650963679371268;twitter.com;wappie;29-4-2021 06:12;https://twitter.com/#!/vossenjachtle/status/1387650963679371268;;;1387650963679371268;
lokocartoons;vossenjachtle;;;;;;;;;;501;;;Mentions;29-4-2021 07:58;RT @VossenjachtLE: #wappie en ja hoor, die domme wappies citeren weer maar de helft. Ernst Kuipers. Zei vooral dat de avondklok geen effect…;;;wappie;29-4-2021 07:58;https://twitter.com/#!/lokocartoons/status/1387677627939446784;;;1387677627939446784;
rbeuk;vossenjachtle;;;;;;;;;;502;;;Mentions;29-4-2021 11:04;RT @VossenjachtLE: #wappie en ja hoor, die domme wappies citeren weer maar de helft. Ernst Kuipers. Zei vooral dat de avondklok geen effect…;;;wappie;29-4-2021 11:04;https://twitter.com/#!/rbeuk/status/1387724411227234304;;;1387724411227234304;
gbleeker;gbleeker;;;;;;;;;;503;;;Tweet;29-4-2021 07:46;Je zit 6 maanden te janken dat je je vrijheid kwijt bent en wat doe je op de eerste dag van versoepeling? Je gaat m… https://t.co/MXpS7W03j1;https://twitter.com/i/web/status/1387674618803195904;twitter.com;;29-4-2021 07:46;https://twitter.com/#!/gbleeker/status/1387674618803195904;;;1387674618803195904;
lokocartoons;gbleeker;;;;;;;;;;504;;;Mentions;29-4-2021 07:57;RT @gbleeker: Je zit 6 maanden te janken dat je je vrijheid kwijt bent en wat doe je op de eerste dag van versoepeling? Je gaat met duizend…;;;;29-4-2021 07:57;https://twitter.com/#!/lokocartoons/status/1387677409475022848;;;1387677409475022848;
rbeuk;gbleeker;;;;;;;;;;505;;;Mentions;29-4-2021 11:06;RT @gbleeker: Je zit 6 maanden te janken dat je je vrijheid kwijt bent en wat doe je op de eerste dag van versoepeling? Je gaat met duizend…;;;;29-4-2021 11:06;https://twitter.com/#!/rbeuk/status/1387724900580970496;;;1387724900580970496;
divadivawendy;divadivawendy;;;;;;;;;;506;;;Tweet;29-4-2021 08:31;"#wappie

https://t.co/UKn8DGfrYN
People believe the msm and don't even do their research, not people dying of covid… https://t.co/9joI7YfknF";https://youtu.be/LmP8IiMrZTQ https://twitter.com/i/web/status/1387686015737995271;youtu.be twitter.com;wappie;29-4-2021 08:31;https://twitter.com/#!/divadivawendy/status/1387686015737995271;;;1387686015737995271;
divadivawendy;divadivawendy;;;;;;;;;;507;;;Tweet;29-4-2021 08:53;#wappie https://t.co/0mXmnI2F18;;;wappie;29-4-2021 08:53;https://twitter.com/#!/divadivawendy/status/1387691458275184644;;;1387691458275184644;
divadivawendy;divadivawendy;;;;;;;;;;508;;;Tweet;29-4-2021 09:47;#wappie https://t.co/UkPwbTltEZ;;;wappie;29-4-2021 09:47;https://twitter.com/#!/divadivawendy/status/1387705213553987586;;;1387705213553987586;
ditr_e;divadivawendy;;;;;;;;;;509;;;Mentions;29-4-2021 11:07;"RT @DivaDivawendy: #wappie

https://t.co/UKn8DGfrYN
People believe the msm and don't even do their research, not people dying of covid-19 p…";https://youtu.be/LmP8IiMrZTQ;youtu.be;wappie;29-4-2021 11:07;https://twitter.com/#!/ditr_e/status/1387725111864791040;;;1387725111864791040;
hommel_b;gelehesjesnl;;;;;;;;;;510;;;Mentions;29-4-2021 11:11;RT @GeLeHesjesNL: Zorg ervoor dat je erbij bent. We moeten dit keer met echt heel veel mensen staan. Vele duizenden. Wees aanwezig. Zet het…;;;;29-4-2021 11:11;https://twitter.com/#!/hommel_b/status/1387726165859835906;;;1387726165859835906;
veen_els;gelehesjesnl;;;;;;;;;;511;;;Mentions;29-4-2021 11:12;RT @GeLeHesjesNL: Zorg ervoor dat je erbij bent. We moeten dit keer met echt heel veel mensen staan. Vele duizenden. Wees aanwezig. Zet het…;;;;29-4-2021 11:12;https://twitter.com/#!/veen_els/status/1387726386081767428;;;1387726386081767428;
myrtherythmes;myrtherythmes;;;;;;;;;;512;;;Tweet;29-4-2021 11:00;#pt #notulendebat #van_Haga #avondklok #vaccinatiepaspoort #wappie #wappies #lockdown #LockdownMaharashtra;;;pt notulendebat van_haga avondklok vaccinatiepaspoort wappie wappies lockdown lockdownmaharashtra;29-4-2021 11:00;https://twitter.com/#!/myrtherythmes/status/1387723460785414144;;;1387723460785414144;
myrtherythmes;myrtherythmes;;;;;;;;;;513;;;Tweet;29-4-2021 11:13;"Delen, delen, delen is lief💞⏲️ Clockdown ⬇️
#notulendebat #van_Haga #avondklok #vaccinatiepaspoort #wappie #wappies… https://t.co/Bqs6teOFlv";https://twitter.com/i/web/status/1387726832380809218;twitter.com;notulendebat van_haga avondklok vaccinatiepaspoort wappie wappies;29-4-2021 11:13;https://twitter.com/#!/myrtherythmes/status/1387726832380809218;;;1387726832380809218;
breakingnieuws1;kafka_dev;;;;;;;;;;514;;;Mentions;29-4-2021 11:15;"RT @KAFKA_Dev: Dit zei elke #wappie maanden geleden al! Luister toch eens naar Wappies! Wappies hebben altijd gelijk! 😉
Ik ben trots op elk…";;;wappie;29-4-2021 11:15;https://twitter.com/#!/breakingnieuws1/status/1387727187743236099;;;1387727187743236099;
delangeleo;kafka_dev;;;;;;;;;;515;;;Mentions;29-4-2021 11:15;"RT @KAFKA_Dev: Dit zei elke #wappie maanden geleden al! Luister toch eens naar Wappies! Wappies hebben altijd gelijk! 😉
Ik ben trots op elk…";;;wappie;29-4-2021 11:15;https://twitter.com/#!/delangeleo/status/1387727332912345090;;;1387727332912345090;
mediaserviceseu;gelehesjesnl;;;;;;;;;;516;;;Mentions;29-4-2021 11:16;RT @GeLeHesjesNL: Zorg ervoor dat je erbij bent. We moeten dit keer met echt heel veel mensen staan. Vele duizenden. Wees aanwezig. Zet het…;;;;29-4-2021 11:16;https://twitter.com/#!/mediaserviceseu/status/1387727436532563971;;;1387727436532563971;
andredingen;andredingen;;;;;;;;;;517;;;Tweet;29-4-2021 07:52;Nooit eerder hadden we een premier die openlijk toegeeft te liegen en de wet te overtreden als het hem zo uitkomt.… https://t.co/sUMQnKDIpp;https://twitter.com/i/web/status/1387676174768394240;twitter.com;;29-4-2021 07:52;https://twitter.com/#!/andredingen/status/1387676174768394240;;;1387676174768394240;
andredingen;andredingen;;;;;;;;;;518;;;Tweet;29-4-2021 07:58;Parlement, doe nou eens uw werk en verschuil u niet achter de Ruttedoctrine. Gewoon wegsturen die hap met motie van… https://t.co/Ql3vqRNFBX;https://twitter.com/i/web/status/1387677572507578372;twitter.com;;29-4-2021 07:58;https://twitter.com/#!/andredingen/status/1387677572507578372;;;1387677572507578372;
andredingen;andredingen;;;;;;;;;;519;;;Tweet;29-4-2021 08:01;#coronamaatregelen #wappie #avondklok #notulendebat #testsamenleving #testbewijzen https://t.co/WGYlB2zRV8;https://twitter.com/vrij_nederland/status/1387677287659802624;twitter.com;coronamaatregelen wappie avondklok notulendebat testsamenleving testbewijzen;29-4-2021 08:01;https://twitter.com/#!/andredingen/status/1387678393815207937;;;1387678393815207937;
corvanbavel;andredingen;;;;;;;;;;520;;;Mentions;29-4-2021 07:55;RT @AndreDingen: Nooit eerder hadden we een premier die openlijk toegeeft te liegen en de wet te overtreden als het hem zo uitkomt. Dat laa…;;;;29-4-2021 07:55;https://twitter.com/#!/corvanbavel/status/1387676949380837376;;;1387676949380837376;
corvanbavel;kafka_dev;;;;;;;;;;521;;;Mentions;29-4-2021 11:16;"RT @KAFKA_Dev: Dit zei elke #wappie maanden geleden al! Luister toch eens naar Wappies! Wappies hebben altijd gelijk! 😉
Ik ben trots op elk…";;;wappie;29-4-2021 11:16;https://twitter.com/#!/corvanbavel/status/1387727572251914240;;;1387727572251914240;
anjatracy;gelehesjesnl;;;;;;;;;;522;;;Mentions;29-4-2021 11:17;RT @GeLeHesjesNL: Zorg ervoor dat je erbij bent. We moeten dit keer met echt heel veel mensen staan. Vele duizenden. Wees aanwezig. Zet het…;;;;29-4-2021 11:17;https://twitter.com/#!/anjatracy/status/1387727850485125124;;;1387727850485125124;
jjdemul;gelehesjesnl;;;;;;;;;;523;;;Mentions;29-4-2021 11:17;RT @GeLeHesjesNL: Zorg ervoor dat je erbij bent. We moeten dit keer met echt heel veel mensen staan. Vele duizenden. Wees aanwezig. Zet het…;;;;29-4-2021 11:17;https://twitter.com/#!/jjdemul/status/1387727859876343813;;;1387727859876343813;
trickyck;colorfulbirdie;;;;;;;;;;524;;;Mentions;29-4-2021 11:20;RT @colorfulbirdie: Als eerste zoekresultaat onder ‘artsencollectief’ staat medischcontact met commentaar op bovengenoemd. Kijk eens bij de…;;;;29-4-2021 11:20;https://twitter.com/#!/trickyck/status/1387728532596563973;;;1387728532596563973;
kaapsviooltje1;kaapsviooltje1;;;;;;;;;;525;;;Tweet;29-4-2021 08:20;Het leuke aan #wappies vind ik dat het meestal intelligente mensen zijn. Niet doorsnee. Autonoom. Vrije geesten. Ni… https://t.co/REYnxoYYo8;https://twitter.com/i/web/status/1387683316837531649;twitter.com;wappies;29-4-2021 08:20;https://twitter.com/#!/kaapsviooltje1/status/1387683316837531649;;;1387683316837531649;
kaapsviooltje1;marcvegt;;;;;;;;;;526;;;Mentions;29-4-2021 08:49;RT @CarolineVonhoff: @MarcVegt Weet je vast al, maar hier pleitnota Hof van mijn mede-#wappie Jeroen Pols. Eén van de laatste Nederlanders…;;;wappie;29-4-2021 08:49;https://twitter.com/#!/kaapsviooltje1/status/1387690438748946432;;;1387690438748946432;
kaapsviooltje1;carolinevonhoff;;;;;;;;;;527;;;Mentions;29-4-2021 08:49;RT @CarolineVonhoff: @MarcVegt Weet je vast al, maar hier pleitnota Hof van mijn mede-#wappie Jeroen Pols. Eén van de laatste Nederlanders…;;;wappie;29-4-2021 08:49;https://twitter.com/#!/kaapsviooltje1/status/1387690438748946432;;;1387690438748946432;
colorfulbirdie;kaapsviooltje1;;;;;;;;;;528;;;Mentions;29-4-2021 11:16;RT @kaapsviooltje1: Het leuke aan #wappies vind ik dat het meestal intelligente mensen zijn. Niet doorsnee. Autonoom. Vrije geesten. Niet b…;;;wappies;29-4-2021 11:16;https://twitter.com/#!/colorfulbirdie/status/1387727374842740736;;;1387727374842740736;
colorfulbirdie;colorfulbirdie;;;;;;;;;;529;;;Tweet;29-4-2021 11:14;Als eerste zoekresultaat onder ‘artsencollectief’ staat medischcontact met commentaar op bovengenoemd. Kijk eens bi… https://t.co/9QgjbTwg1F;https://twitter.com/i/web/status/1387726963469651973;twitter.com;;29-4-2021 11:14;https://twitter.com/#!/colorfulbirdie/status/1387726963469651973;;;1387726963469651973;
colorfulbirdie;dejongcatharina;;;;;;;;;;530;;;Replies to;29-4-2021 11:19;@dejongcatharina Was stress niet jarenlang slecht voor je gezondheid? Wat te denken van angst. En mijn moeder zei:’… https://t.co/QOFGexLf8g;https://twitter.com/i/web/status/1387728175346692096;twitter.com;;29-4-2021 11:19;https://twitter.com/#!/colorfulbirdie/status/1387728175346692096;;;1387728175346692096;1387682975475720192
colorfulbirdie;colorfulbirdie;;;;;;;;;;531;;;Tweet;29-4-2021 11:23;Stel je wilt verbouwen, je vraagt 2 timmermannen voor eenzelfde opdracht een offerte. De een geeft aan 10e de ander… https://t.co/DLn5QGMsue;https://twitter.com/i/web/status/1387729304969256960;twitter.com;;29-4-2021 11:23;https://twitter.com/#!/colorfulbirdie/status/1387729304969256960;;;1387729304969256960;
neytandtext;celinecamille04;;;;;;;;;;532;;;Mentions;29-4-2021 07:09;@wierdduk @CelineCamille04 Dit is geen nieuws. Iedereen die naar de staten van besmettingen, opnames en stergevalle… https://t.co/cNUpzMZYX5;https://twitter.com/i/web/status/1387665276095897601;twitter.com;;29-4-2021 07:09;https://twitter.com/#!/neytandtext/status/1387665276095897601;;;1387665276095897601;1387661906920497154
paulajoyce1;celinecamille04;;;;;;;;;;533;;;Mentions;29-4-2021 10:56;RT @NeytAndText: @wierdduk @CelineCamille04 Dit is geen nieuws. Iedereen die naar de staten van besmettingen, opnames en stergevallen keek,…;;;;29-4-2021 10:56;https://twitter.com/#!/paulajoyce1/status/1387722446430773250;;;1387722446430773250;
neytandtext;wierdduk;;;;;;;;;;534;;;Replies to;29-4-2021 07:09;@wierdduk @CelineCamille04 Dit is geen nieuws. Iedereen die naar de staten van besmettingen, opnames en stergevalle… https://t.co/cNUpzMZYX5;https://twitter.com/i/web/status/1387665276095897601;twitter.com;;29-4-2021 07:09;https://twitter.com/#!/neytandtext/status/1387665276095897601;;;1387665276095897601;1387661906920497154
paulajoyce1;wierdduk;;;;;;;;;;535;;;Mentions;29-4-2021 10:56;RT @NeytAndText: @wierdduk @CelineCamille04 Dit is geen nieuws. Iedereen die naar de staten van besmettingen, opnames en stergevallen keek,…;;;;29-4-2021 10:56;https://twitter.com/#!/paulajoyce1/status/1387722446430773250;;;1387722446430773250;
